名称,省份,真实城市,市县区,区号,电话,区域,地址,大分类,小分类,经度,纬度
春秋旅游,上海,上海,上海,021,63516666,人民广场/南京路,西藏中路342号（近九江路）,景点,旅行社,121.475538,31.233658
春秋旅游,上海,上海,上海,021,58025563,惠南镇,惠南镇西门路9号,景点,旅行社,121.749476,31.046298
春秋旅游,上海,上海,上海,021,52183675,北新泾/淞虹路,金钟路243号,景点,旅行社,121.367952,31.219332
花木公园,上海,上海,上海,021,50451366,世纪公园/科技馆,杜鹃路332号,景点,城市公园,121.553925,31.203844
芷江绿地,上海,上海,上海,021,63166666,上海火车站/客运汽车总站,共和新路736号,景点,城市公园,121.463172,31.25587
兰馨广场,上海,上海,上海,021,,平凉路/东外滩,兰州路,景点,广场,121.527621,31.265071
周浦小上海步行街,上海,上海,上海,021,58116005,康桥/周浦,周浦镇中大街,景点,步行街,121.576897,31.114874
程及美术馆,上海,上海,上海,021,54741063,交大闵行校区,东川路800号上海交通大学内思源湖畔,景点,美术馆,121.428955,31.021103
南汇博物馆,上海,上海,上海,021,68030631,惠南镇,惠南镇靖海路509号,景点,博物馆,121.767761,31.054741
崇明寒山寺,上海,上海,崇明区,021,59626211,南门,城桥镇崇明东门路187号,景点,宗教,121.402321,31.623699
息焉堂,上海,上海,上海,021,52199769,上海动物园,新泾镇可乐路17号（近哈密路）,景点,宗教,121.366798,31.204748
月浦购物步行街,上海,上海,上海,021,,月浦镇,龙镇路靠近北安路,景点,步行街,121.428436,31.419058
福泉山遗址,上海,上海,上海,021,59785515,重固镇,重固镇福泉山路658号,景点,古代遗迹,121.177051,31.200598
潮音庵,上海,上海,上海,021,58631053,曹路,曹路镇顾东村李家盘37号,景点,宗教,121.667213,31.288576
上海公安博物馆,上海,上海,上海,021,22025185,打浦桥/田子坊,瑞金南路518号,景点,博物馆,121.468315,31.198347
中国农民画村,上海,上海,上海,021,57355555,枫泾镇,枫泾镇朱枫公路8258弄169号,景点,特色乡村,121.015869,30.921749
