名称,省份,真实城市,市县区,区号,电话,区域,地址,大分类,小分类,经度,纬度
海外国际旅行社有限公司,辽宁,沈阳,沈阳,024,,西塔/北市场,市府大路200号新世纪商务大厦19层,景点,旅行社,123.424342,41.805522
宇航旅行社,辽宁,沈阳,沈阳,024,,西塔/北市场,总站路119号兴华商务会馆5-C,景点,旅行社,123.428414,41.809857
天马旅行社,辽宁,沈阳,沈阳,024,31503883,西塔/北市场,市府大路168号华姿国际大厦D座15层,景点,旅行社,123.421263,41.805103
森林湖,辽宁,沈阳,沈阳,024,,苏家屯区,驼峰街,景点,森林公园,123.372375,41.698074
刘少奇同志秘密居住地,辽宁,沈阳,沈阳,024,22724486,西塔/北市场,皇寺路和平北大街路口附近,景点,更多景点/周边游,123.424706,41.807949
宝中旅游,辽宁,沈阳,沈阳,024,,南市/马路湾,十一纬路云集东巷23号楼,景点,旅行社,123.421216,41.788716
车向忱旧居,辽宁,沈阳,沈阳,024,,太原街,太原街商圈南三马路27号,景点,名人故居,123.399002,41.786343
中国旅行社,辽宁,沈阳,沈阳,024,31326278;133****6168,西塔/北市场,北市场街道市府大路55号年华国际大厦102室,景点,旅行社,123.415214,41.803907
宝中旅游,辽宁,沈阳,沈阳,024,,文艺路/文化路,文化路,景点,旅行社,123.443142,41.770804
居士林,辽宁,沈阳,沈阳,024,24142553,五爱市场,富教巷16-2号,景点,自然景观,123.460067,41.781725
赵琛创意,辽宁,沈阳,沈阳,024,,奉天街沿线,大西路148号,景点,博物馆,123.442845,41.795595
老年旅行社,辽宁,沈阳,沈阳,024,22895992;22893579,南市/马路湾,北三经街51号,景点,旅行社,123.425006,41.796006
东三省官银号旧址,辽宁,沈阳,沈阳,024,81352539,中街/故宫,朝阳街21号,景点,古代遗迹,123.460976,41.802887
皂角园,辽宁,沈阳,沈阳,024,,文艺路/文化路,滨河街道文艺路54号,景点,公园/广场,123.447639,41.775276
清盛京城德盛门瓮城遗址,辽宁,沈阳,沈阳,024,,五爱市场,大南街1号,景点,古代遗迹,123.460365,41.792709
沈阳市园林植物标本公园,辽宁,沈阳,沈阳,024,,五里河,南塔街道南塔西街与科普路交叉口西北150米,景点,植物园,123.443871,41.759876
华亿国际旅行社有限公司,辽宁,沈阳,沈阳,024,22518336,北站/市府,北站路77号光达大厦C座1125室,景点,旅行社,123.437134,41.815584
泰达旅行社,辽宁,沈阳,沈阳,024,,长青街,文富路30号,景点,旅行社,123.467883,41.770987
捷旅假期,辽宁,沈阳,沈阳,024,,北站/市府,北站路77号光达大厦C座1单元18层,景点,旅行社,123.437129,41.815579
沈阳中意国际旅行社,辽宁,沈阳,沈阳,024,31663033,北站/市府,北站路112号瑞心东方酒店1-2层,景点,旅行社,123.440486,41.818606
中国国际旅行社,辽宁,沈阳,沈阳,024,88506060;88522199,北站/市府,广宜街,景点,旅行社,123.449396,41.806964
世纪会堂,辽宁,沈阳,沈阳,024,,东陵路/沈阳农业大学,东陵路120号,景点,景点/周边游,123.565681,41.82304
基督教宁官朝鲜族礼拜堂,辽宁,沈阳,沈阳,024,,铁西区,沈辽路,景点,宗教,123.278282,41.754353
嘉华旅行社,辽宁,沈阳,沈阳,024,22852307,太原街,南5马路1-2号A座815号,景点,旅行社,123.390616,41.785946
向工街基督教堂,辽宁,沈阳,沈阳,024,,荷兰村,向工街,景点,宗教,123.364891,41.838921
金运之旅,辽宁,沈阳,沈阳,024,,张士开发区,沈阳经济技术开发区奉达大厦银座,景点,旅行社,123.296092,41.767856
界园,辽宁,沈阳,沈阳,024,,铁西区,四环路与开发二十二号路交叉口东北150米,景点,公园/广场,123.213834,41.709971
佳胜展览展示,辽宁,沈阳,沈阳,024,25442778,兴顺夜市,景星南街90号中城大厦2306,景点,展览馆,123.355804,41.790104
康辉国际旅行社,辽宁,沈阳,沈阳,024,62588886,于洪新城,南六中路111号,景点,旅行社,123.331233,41.742317
世纪庄园,辽宁,沈阳,沈阳,024,,铁西区,潘乌公路北50米,景点,动植物园,123.053564,41.693954
远大湿地公园,辽宁,沈阳,沈阳,024,,铁西区,开发大路,景点,公园/广场,123.217581,41.76137
慈航寺,辽宁,沈阳,沈阳,024,,铁西区,东八路,景点,宗教,123.097534,41.630428
铁西规划展示馆,辽宁,沈阳,沈阳,024,,重工街沿线,重工北街64号,景点,陈列馆,123.32946,41.814896
