名称,省份,真实城市,市县区,区号,电话,区域,地址,大分类,小分类,经度,纬度
康辉旅行社,陕西,西安,西安,029,82200801;133****6886,和平门/建国门,雁塔路北段8号李家村购物广场1层,景点,旅行社,108.962517,34.242634
薄姬墓,陕西,西安,西安,029,,白鹿原,狄寨镇鲍旗寨西安市六十二中学附近,景点,古代遗迹,109.109009,34.213402
鄠邑区钟楼,陕西,西安,鄠邑区,029,,草堂路,东街南街西街北街交汇处,景点,历史建筑,108.603348,34.107964
中国旅行社,陕西,西安,西安,029,86107770,三桥,凤城二路10号天地时代广场天地时代广场B829号,景点,旅行社,108.847886,34.273156
西安牡丹苑,陕西,西安,西安,029,,唐延路沿线,昆明路与西二环相交处,景点,植物园,108.88871,34.248634
丝绸之路群雕,陕西,西安,西安,029,,汉城路沿线,枣园街道大庆路绿色林带西端（近开远门）,景点,现代建筑,108.881462,34.269085
汉长安城未央宫国家考古遗址公园,陕西,西安,西安,029,84112322,未央区,邓六公路,景点,古代遗迹,108.862061,34.302711
西安清凉寺,陕西,西安,西安,029,,三森,韦曲街道西部大道与东仪路交叉口,景点,宗教,108.930916,34.175854
王莽万亩桃园,陕西,西安,西安,029,,长安区,王莽街道,景点,更多景点/周边游,109.05928,34.039051
黑山瀑布,陕西,西安,鄠邑区,029,,鄠邑区其他,涝峪镇沙窝村,景点,自然风光,108.520699,33.918297
陕西非遗博览城,陕西,西安,西安,029,,西北大/西工大,劳动南路大唐西市内,景点,陈列馆,108.907082,34.246723
建国巷清真寺,陕西,西安,西安,029,,解放路/火车站,尚俭路南段建国巷清青寺,景点,宗教,108.96524,34.263313
西安旅游集散中心,陕西,西安,西安,029,,大雁塔,芙蓉路1号大雁塔东南侧大唐芙蓉园,景点,旅行社,108.969799,34.211791
中国唐苑广场,陕西,西安,西安,029,,解放路/火车站,解放路,景点,广场,108.96347,34.264523
小浴水库,陕西,西安,西安,029,,长安区,王莽街道,景点,现代建筑,109.074188,34.008579
广运潭,陕西,西安,西安,029,,浐灞生态区,灞桥镇浐灞生态区,景点,自然风光,109.056473,34.315613
西安关中民俗艺术博物院,陕西,西安,西安,029,87262543;85829182,长安区,五台镇南五台山路1号,景点,博物馆,108.974882,34.025577
竹林畔滑雪场,陕西,西安,蓝田县,029,86691004;86691005,蓝田县其他,焦岱镇大洋裕村,景点,滑雪场,109.259163,34.007538
城市运动公园,陕西,西安,西安,029,86402898,未央路沿线,未央路168号,景点,城市公园,108.943184,34.344612
密严寺,陕西,西安,西安,029,,秦岭沿线,滦镇街道东四街秦岭山水西南150米,景点,宗教,108.844505,34.044346
中国旅行社,陕西,西安,西安,029,138****0097,红庙坡,龙首北路42号奥星酒店1楼,景点,旅行社,108.936895,34.292495
张灵甫将军陵园,陕西,西安,西安,029,,长安区,东大村环山路,景点,烈士陵园,108.769402,34.019657
樱花广场,陕西,西安,西安,029,88222387,郭杜,郭杜东街与高阳一路交口樱花广场,景点,广场,108.878548,34.160603
水景公园,陕西,西安,高陵区,029,86925408,高陵县城,鹿祥路233号,景点,城市公园,109.104271,34.530266
汉城万亩桃园,陕西,西安,西安,029,,朱宏路,汉城街道汉城万亩桃园,景点,更多景点/周边游,108.914398,34.336792
仙游寺,陕西,西安,周至县,029,,周至县其他,马召镇城南17公里黑水峪口,景点,宗教,108.202492,34.056129
西安世博园,陕西,西安,西安,029,83596013;4009699358,浐灞生态区,世博大道1号,景点,植物园,109.062279,34.324169
陕西戏曲大观园,陕西,西安,西安,029,,小寨,芙蓉东路陕西戏剧大观园,景点,文化公园,108.967384,34.220268
海莲寺,陕西,西安,西安,029,,长安广场,水磨村,景点,宗教,108.92131,34.149063
北广济街清真寺,陕西,西安,西安,029,,钟楼/鼓楼,北院门街道红埠街104号,景点,宗教,108.939377,34.266369
海外美辰环球行,陕西,西安,西安,029,85269550,小雁塔/南稍门,北路89号中信大厦6楼,景点,旅行社,108.947394,34.237914
中旅国际旅行社,陕西,西安,西安,029,86117488,未央路沿线,未央路115号恒佳1层2012室,景点,旅行社,108.948045,34.315979
宝中旅游,陕西,西安,西安,029,82221649,和平门/建国门,建东街4号,景点,旅行社,108.975337,34.246047
秦砖汉瓦博物馆,陕西,西安,西安,029,85591559,长安区,雁翔路1号雅森上林苑,景点,博物馆,109.023483,34.178368
西安曲江海洋极地公园,陕西,西安,西安,029,85517317;177****6826,曲江新区,曲江新区曲江二路1号（北池头一路与芙蓉东路交叉口）,景点,海洋馆,108.980545,34.215248
中国旅行社,陕西,西安,西安,029,86690323,小雁塔/南稍门,长安路街道大唐芙蓉园,景点,旅行社,108.946491,34.236181
康辉旅行社,陕西,西安,西安,029,96692511,雁翔路,西影路196号,景点,旅行社,108.9883,34.2281
海外旅行社,陕西,西安,西安,029,88999886;187****9132,小雁塔/南稍门,长安北路89号中信大厦6楼608室,景点,旅行社,108.947444,34.237844
西羊市,陕西,西安,西安,029,,大皮院/西羊市,北院门街道回民街,景点,步行街,108.941566,34.263264
宝鸡兰花旅游公司,陕西,西安,西安,029,180****3839,高新路沿线,太白南路与科创路丁字路口白家村内200米中国邮政便民驿站,景点,旅行社,108.915866,34.220686
隋唐灞桥遗址,陕西,西安,西安,029,,浐灞生态区,柳雪路西安市灞桥区实验小学东侧约90米,景点,古代遗迹,109.071579,34.305828
大唐华清城,陕西,西安,临潼区,029,83812970,华清池,华清路35号,景点,更多景点/周边游,109.213112,34.365494
